icao,iata,name,lat,long,country,alt,utcoffset,tzolson
SDZY,IZA,Zona da Mata Regional Airport,-21.5130558014,-43.1730575562,Brazil,1348,-3,America/Sao_Paulo
LRBG,\N,IAR Gimbav Heliport,45.686443,25.529058,Romania,0,2,Europe/Bucharest
KXFL,\N,Flagler Executive Airport,29.4674,-81.206299,United States,33,-5,America/New_York
KMVL,MVL,Morrisville Stowe State Airport,44.5345993042,-72.6139984131,United States,732,-5,America/New_York
KRBD,RBD,Dallas Executive Airport,32.6809005737,-96.8682022095,United States,660,-6,America/Chicago
LILY,\N,Como (Idroscalo - Water Ad) Hidroport,45.814701,9.06972,Italy,663,1,Europe/Rome
UAOL,BXY,Krainiy Airport,45.621994,63.210773,Kazakhstan,317,6,Asia/Qyzylorda
KWST,WST,Westerly State Airport,41.3496017456,-71.8033981323,United States,81,-5,America/New_York
KBID,BID,Block Island State Airport,41.1680984497,-71.577796936,United States,108,-5,America/New_York
PAGT,NME,Nightmute Airport,60.471000671387,-164.70100402832,United States,4,-9,America/Anchorage
PAOO,OOK,Toksook Bay Airport,60.54140091,-165.0870056,United States,59,-9,America/Anchorage
BGSC,OBY,Ittoqqortoormiit Heliport,70.4882288244,-21.9716799259,Greenland,238,-1,America/Scoresbysund
UKWW,VIN,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,Ukraine,961,2,Europe/Kiev
KBGE,BGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,United States,141,-5,America/New_York
CTT5,ZGS,La Romaine Airport,50.259701,-60.679401,Canada,90,-4,America/Blanc-Sablon
CTK6,ZKG,Kegaska Airport,50.1958007812,-61.2658004761,Canada,32,-4,America/Blanc-Sablon
CCE4,YBI,Black Tickle Airport,53.4693984985,-55.7849998474,Canada,57,-4,America/Halifax
KSPZ,\N,Silver Springs Airport,39.4029998779297,-119.250999450684,United States,4269,-8,America/Los_Angeles
KWHP,WHP,Whiteman Airport,34.2593002319,-118.413002014,United States,1003,-8,America/Los_Angeles
KMAE,MAE,Madera Municipal Airport,36.9886016846,-120.111999512,United States,255,-8,America/Los_Angeles
CAD4,YZZ,Trail Airport,49.0555992126,-117.60900116,Canada,1427,-8,America/Vancouver
CAP5,\N,Victoria Airport,48.6538920506,-123.450450897,Canada,0,-8,America/Vancouver
CJX7,YAB,Old Arctic Bay Airport,73.0058922479,-85.0325489044,Canada,100,-6,America/Winnipeg
PABV,\N,Birchwood Airport,61.41650009,-149.5070038,Belize,83,-9,America/Anchorage
SOGS,GSI,Grand-Santi Airport,4.285833,-54.373056,French Guiana,207,-3,America/Cayenne
SOOA,MPY,Maripasoula Airport,3.6575,-54.037201,French Guiana,406,-3,America/Cayenne
SOOM,LDX,Saint-Laurent-du-Maroni Airport,5.48306,-54.034401,French Guiana,16,-3,America/Cayenne
ZWKN,KJI,Kanas Airport,48.2223,86.9959,China,3921,8,Asia/Shanghai
SKCA,CPB,Capurganá Airport,8.63333,-77.35,Colombia,49,-5,America/Bogota
HEMK,HMB,Sohag International Airport,26.342778,31.742778,Egypt,310,2,Africa/Cairo
SURV,RVY,Presidente General Don Oscar D. Gestido International Airport,-30.9745998382568,-55.4762001037598,Uruguay,712,-3,America/Montevideo
SNPD,POJ,Patos de Minas Airport,-18.6728000640869,-46.4911994934082,Brazil,2793,-3,America/Sao_Paulo
SJTC,JTC,Bauru - Arealva Airport,-22.1668591409,-49.0502866745,Brazil,1949,-3,America/Sao_Paulo
SDOW,OIA,Ourilândia do Norte Airport,-6.76310014725,-51.0499000549,Brazil,901,-3,America/Belem
SNDC,RDC,Redenção Airport,-8.03328990936279,-49.9799003601074,Brazil,670,-3,America/Belem
SNFX,SXX,São Félix do Xingu Airport,-6.6413,-51.9523,Brazil,656,-3,America/Belem
SJDB,BYO,Bonito Airport,-21.247299,-56.452499,Brazil,1180,-4,America/Campo_Grande
SWFX,SXO,São Félix do Araguaia Airport,-11.632399559021,-50.6896018981934,Brazil,650,-4,America/Campo_Grande
SBCD,CFC,Caçador Airport,-26.78840065,-50.9398002625,Brazil,3376,-3,America/Sao_Paulo
SWCA,CAF,Carauari Airport,-4.87152004241943,-66.8974990844727,Brazil,355,-4,America/Boa_Vista
SWUY,\N,Urucu Airport,-4.88422012329,-65.3554000854,Brazil,243,-4,America/Boa_Vista
SWEI,ERN,Eirunepé Airport,-6.63953018188477,-69.8797988891602,Brazil,412,-4,America/Boa_Vista
SSCK,CCI,Concórdia Airport,-27.1805992126465,-52.0527000427246,Brazil,2461,-3,America/Sao_Paulo
SSFB,FBE,Francisco Beltrão Airport,-26.0592002868652,-53.0634994506836,Brazil,2100,-3,America/Sao_Paulo
SJHG,CFO,Confresa Airport,-10.6344003677368,-51.5635986328125,Brazil,781,-4,America/Campo_Grande
KAAF,AAF,Apalachicola Regional Airport,29.72750092,-85.02749634,United States,20,-5,America/New_York
SSUM,UMU,Umuarama Airport,-23.7987003326416,-53.3138008117676,Brazil,1558,-3,America/Sao_Paulo
SNDT,DTI,Diamantina Airport,-18.232000351,-43.6503982544,Brazil,4446,-3,America/Sao_Paulo
SWOB,FBA,Fonte Boa Airport,-2.53260993958,-66.0831985474,Brazil,207,-4,America/Boa_Vista
SDCG,OLC,Senadora Eunice Micheles Airport,-3.46792950765,-68.9204120636,Brazil,335,-4,America/Boa_Vista
SWHT,HUW,Humaitá Airport,-7.53212022781,-63.072101593,Brazil,230,-4,America/Boa_Vista
SWTP,IRZ,Tapuruquara Airport,-0.3786,-64.9923,Brazil,223,-4,America/Boa_Vista
SNOX,ORX,Oriximiná Airport,-1.71407997608185,-55.8362007141113,Brazil,262,-3,America/Belem
SBTC,UNA,Hotel Transamérica Airport,-15.3551998138,-38.9990005493,Brazil,20,-3,America/Fortaleza
YTEF,TEF,Telfer Airport,-21.7150001525879,122.228996276855,Australia,970,8,Australia/Perth
LTGP,GZP,Gazipaşa Airport,36.299217,32.300598,Turkey,86,3,Europe/Istanbul
OASH,OAA,Shank Air Base,33.9225,69.0772222222,Afghanistan,6890,4.5,Asia/Kabul
KDQH,\N,Douglas Municipal Airport,31.4766998291016,-82.8604965209961,United States,257,-5,America/New_York
KFPR,FPR,St Lucie County International Airport,27.49510002,-80.36830139,United States,24,-5,America/New_York
KTAN,\N,Taunton Municipal King Field,41.8744010925293,-71.0166015625,United States,43,-5,America/New_York
KPYM,PYM,Plymouth Municipal Airport,41.909,-70.728798,United States,148,-5,America/New_York
KOQU,NCO,Quonset State Airport,41.597099304199,-71.412101745605,United States,18,-5,America/New_York
KOWD,OWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,United States,49,-5,America/New_York
KBAF,BAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,United States,271,-5,America/New_York
KIJD,\N,Windham Airport,41.7439994812012,-72.1802978515625,United States,247,-5,America/New_York
KMGJ,MGJ,Orange County Airport,41.50999832,-74.26460266,United States,364,-5,America/New_York
KCXY,HAR,Capital City Airport,40.2170982361,-76.8515014648,United States,347,-5,America/New_York
KGHG,\N,Marshfield Municipal George Harlow Field,42.0983009338379,-70.6722030639648,United States,11,-5,America/New_York
KDXR,DXR,Danbury Municipal Airport,41.3714981079,-73.4822006226,United States,458,-5,America/New_York
KASH,ASH,Boire Field,42.7817001343,-71.5148010254,United States,199,-5,America/New_York
KLWM,LWM,Lawrence Municipal Airport,42.7172012329,-71.1233978271,United States,148,-5,America/New_York
KOXC,OXC,Waterbury Oxford Airport,41.47859954834,-73.135200500488,United States,726,-5,America/New_York
KFIT,\N,Fitchburg Municipal Airport,42.5541000366211,-71.7590026855469,United States,348,-5,America/New_York
20GA,\N,Earl L. Small Jr. Field/Stockmar Airport,33.7565002441,-84.8846969604,United States,1110,-5,America/New_York
KVPC,\N,Cartersville Airport,34.1231002807617,-84.8487014770508,United States,759,-5,America/New_York
KPYP,\N,Centre-Piedmont-Cherokee County Regional Airport,34.089977,-85.610069,United States,596,-6,America/Chicago
KRMG,RMG,Richard B Russell Airport,34.3506011963,-85.1579971313,United States,644,-5,America/New_York
KGAD,GAD,Northeast Alabama Regional Airport,33.972599,-86.088996,United States,569,-6,America/Chicago
KDKX,\N,Knoxville Downtown Island Airport,35.9639015197754,-83.8739013671875,United States,833,-5,America/New_York
KWDR,WDR,Barrow County Airport,33.98289871,-83.66739655,United States,943,-5,America/New_York
KJYL,\N,Plantation Airpark,32.6453018188477,-81.5970993041992,United States,188,-5,America/New_York
KDNN,DNN,Dalton Municipal Airport,34.72290039,-84.87020111,United States,709,-5,America/New_York
KCTJ,\N,West Georgia Regional O V Gray Field,33.6310005187988,-85.1520004272461,United States,1161,-5,America/New_York
KLGC,LGC,LaGrange Callaway Airport,33.0089,-85.072601,United States,693,-5,America/New_York
KMLJ,\N,Baldwin County Regional Airport,33.154202,-83.240701,United States,385,-5,America/New_York
KPIM,PIM,Harris County Airport,32.8406982422,-84.8824005127,United States,902,-5,America/New_York
KFFC,\N,Peachtree City Falcon Field,33.3572998046875,-84.5718002319336,United States,808,-5,America/New_York
KGVL,GVL,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,United States,1276,-5,America/New_York
KPHD,PHD,Harry Clever Field,40.470901489258,-81.419700622559,United States,894,-5,America/New_York
KUDG,\N,Darlington County Airport,34.449401,-79.890098,United States,192,-5,America/New_York
KHXD,HHH,Hilton Head Airport,32.2243995667,-80.6975021362,United States,19,-5,America/New_York
KDNL,DNL,Daniel Field,33.4664993286,-82.0393981934,United States,423,-5,America/New_York
KMRN,MRN,Foothills Regional Airport,35.820202,-81.611397,United States,1270,-5,America/New_York
KPBX,PVL,Pike County-Hatcher Field,37.5617981,-82.56639862,United States,1473,-5,America/New_York
GA04,\N,Mallards Landing Airport,33.3656997680664,-84.1651992797852,United States,837,-5,America/New_York
KTOC,TOC,Toccoa Airport - R.G. Letourneau Field,34.59379959,-83.29579926,United States,996,-5,America/New_York
EGHA,\N,Compton Abbas Aerodrome,50.9672012329102,-2.15360999107361,United Kingdom,811,0,Europe/London
UKHP,PLV,Suprunovka Airport,49.5685997009277,34.3972015380859,Ukraine,505,2,Europe/Kiev
HSAW,\N,Aweil Airport,8.76700019836426,27.3999996185303,Sudan,1394,3,Africa/Juba
HSWW,WUU,Wau Airport,7.72583007812,27.9750003815,Sudan,1529,3,Africa/Juba
HAHU,HUE,Humera Airport,14.25,36.5830001831055,Ethiopia,1930,3,Africa/Addis_Ababa
HKMY,OYL,Moyale Airport,3.46972,39.101398,Kenya,2790,3,Africa/Nairobi
GMAZ,OZG,Zagora Airport,30.3202991486,-5.86667013168,Morocco,2631,0,Africa/Casablanca
GFYE,WYE,Yengema Airport,8.61046981811523,-11.0453996658325,Sierra Leone,1300,0,Africa/Freetown
GFGK,GBK,Gbangbatok Airport,7.76700019836426,-12.3830003738403,Sierra Leone,75,0,Africa/Freetown
UOTT,THX,Turukhansk Airport,65.797203064,87.9353027344,Russia,128,7,Asia/Krasnoyarsk
UNIP,TGP,Podkamennaya Tunguska Airport,61.589699,89.994003,Russia,213,7,Asia/Krasnoyarsk
KAFW,AFW,Fort Worth Alliance Airport,32.9875984192,-97.3188018799,United States,722,-6,America/Chicago
K57C,\N,East Troy Municipal Airport,42.7971992492676,-88.3725967407227,United States,860,-6,America/Chicago
UNLL,\N,Kolpashevo Airport,58.3252983093262,82.932502746582,Russia,243,7,Asia/Krasnoyarsk
OKAS,\N,Ali Al Salem Air Base,29.346700668335,47.5208015441895,Kuwait,472,3,Asia/Kuwait
YREN,RMK,Renmark Airport,-34.1963996887207,140.67399597168,Australia,115,9.5,Australia/Adelaide
YLEC,LGH,Leigh Creek Airport,-30.5983009338379,138.425994873047,Australia,856,9.5,Australia/Adelaide
YWBR,\N,Warburton Airport,-26.1282997131348,126.583000183105,Australia,1500,8,Australia/Perth
YCUN,\N,Cunderdin Airport,-31.622200012207,117.217002868652,Australia,705,8,Australia/Perth
YRTI,RTS,Rottnest Island Airport,-32.006699,115.540001,Australia,12,8,Australia/Perth
YFRT,FOS,Forrest Airport,-30.8381004333496,128.115005493164,Australia,511,8,Australia/Perth
YBLT,\N,Ballarat Airport,-37.5116996765137,143.791000366211,Australia,1433,10,Australia/Hobart
CPV8,KEW,Keewaywin Airport,52.9911003113,-92.8364028931,Canada,988,-6,America/Winnipeg
CYSP,YSP,Marathon Airport,48.755298614502,-86.3443984985352,Canada,1035,-5,America/Toronto
CYHF,YHF,Hearst René Fontaine Municipal Airport,49.7141990661621,-83.6860961914062,Canada,827,-5,America/Toronto
CYHN,YHN,Hornepayne Municipal Airport,49.1930999755859,-84.758903503418,Canada,1099,-5,America/Toronto
CYKX,YKX,Kirkland Lake Airport,48.2103004455566,-79.9813995361328,Canada,1157,-5,America/Toronto
CYMG,YMG,Manitouwadge Airport,49.0839004516602,-85.8606033325195,Canada,1198,-5,America/Toronto
CYXZ,YXZ,Wawa Airport,47.9667015075684,-84.7866973876953,Canada,942,-5,America/Toronto
CYEM,YEM,Manitoulin East Municipal Airport,45.8428001403809,-81.8581008911133,Canada,869,-5,America/Toronto
CKD9,\N,Slate Falls Airport,51.1300010681152,-91.6656036376953,Canada,1355,-6,America/Winnipeg
CNY3,\N,Collingwood Airport,44.4491996765,-80.1583023071,Canada,730,-5,America/Toronto
CYFD,\N,Brantford Municipal Airport,43.1314010620117,-80.3424987792969,Canada,815,-5,America/Toronto
KLWC,LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,United States,833,-6,America/Chicago
KEGT,\N,Wellington Municipal Airport,37.323600769043,-97.388298034668,United States,1277,-6,America/Chicago
KPMP,PPM,Pompano Beach Airpark,26.247100830078,-80.111099243164,United States,19,-5,America/New_York
YMCO,XMC,Mallacoota Airport,-37.5983009338379,149.720001220703,Australia,31,10,Australia/Hobart
OEAO,ULH,Majeed Bin Abdulaziz Airport,26.48,38.1288888889,Saudi Arabia,2050,3,Asia/Riyadh
KEET,\N,Shelby County Airport,33.17699814,-86.78279877,United States,586,-6,America/Chicago
YYND,YUE,Yuendumu Airport,-22.2541999816895,131.781997680664,Australia,2205,9.5,Australia/Darwin
18AZ,\N,Sky Ranch At Carefree Airport,33.8180999755859,-111.898002624512,United States,2568,-7,America/Phoenix
WADL,LOP,Lombok International Airport,-8.757322,116.276675,Indonesia,319,8,Asia/Makassar
CAV3,\N,One Hundred Mile House Airport,51.6425018310547,-121.306999206543,Canada,3055,-8,America/Vancouver
CZML,ZMH,South Cariboo Region / 108 Mile Airport,51.7360992432,-121.333000183,Canada,3126,-8,America/Vancouver
EGEG,\N,Glasgow City Heliport,55.8613891601563,-4.29694414138794,United Kingdom,0,0,Europe/London
YYRM,\N,Yarram Airport,-38.5666999816895,146.755004882813,Australia,15,10,Australia/Hobart
ZBHD,HDG,Handan Airport,36.5258333333,114.425555556,China,229,8,Asia/Shanghai
KUMP,\N,Indianapolis Metropolitan Airport,39.93519974,-86.04499817,United States,811,-5,America/New_York
KLOZ,LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.0848999023,United States,1212,-5,America/New_York
KFBG,FBG,Simmons Army Air Field,35.13180161,-78.93669891,United States,244,-5,America/New_York
EPMO,WMI,Modlin Airport,52.451099,20.6518,Poland,341,1,Europe/Warsaw
ZYJX,JXA,Jixi Xingkaihu Airport,45.293,131.193,China,760,8,Asia/Shanghai
RKPD,JDG,Jeongseok Airport,33.3996009827,126.711997986,South Korea,1171,9,Asia/Seoul
CYGM,YGM,Gimli Industrial Park Airport,50.628101348877,-97.0432968139648,Canada,753,-6,America/Winnipeg
CJT2,\N,Matheson Island Airport,51.7322006225586,-96.9344024658203,Canada,725,-6,America/Winnipeg
UNIT,\N,Tura Mountain Airport,64.333511352539,100.4328918457,Russia,2044,7,Asia/Krasnoyarsk
USHY,EYK,Beloyarskiy Airport,63.686901,66.698601,Russia,82,5,Asia/Yekaterinburg
KRAC,RAC,John H Batten Airport,42.7606010437,-87.8152008057,United States,674,-6,America/Chicago
RPSD,RZP,Cesar Lim Rodriguez Airport,10.81874,119.507697,Philippines,80,8,Asia/Manila
EDAJ,\N,Gera-Leumnitz Airfield,50.881668,12.135833,Germany,1014,1,Europe/Berlin
XLLN,\N,Kasimovo Airfield,60.198299,30.334999,Russia,230,3,Europe/Moscow
EHTL,\N,Terlet Glider Field,52.057201,5.92444,Netherlands,276,1,Europe/Amsterdam
ZURK,RKZ,Shigatse Air Base,29.3519,89.311401,China,3782,8,Asia/Shanghai
KREI,\N,Redlands Municipal Airport,34.0853004455566,-117.146003723145,United States,1571,-8,America/Los_Angeles
KRIR,\N,Flabob Airport,33.9897003173828,-117.411003112793,United States,764,-8,America/Los_Angeles
KTIW,TIW,Tacoma Narrows Airport,47.26789856,-122.5780029,United States,294,-8,America/Los_Angeles
EDLO,\N,Oerlinghausen Airport,51.9322204589844,8.66166687011719,Germany,558,1,Europe/Berlin
KJKA,GUF,Jack Edwards Airport,30.29050064,-87.67179871,United States,17,-6,America/Chicago
SEII,IBB,General Villamil Airport,-0.942628026009,-90.9530029297,Ecuador,35,-6,Pacific/Galapagos
LSXB,\N,Balzers Heliport,47.0681,9.48111,Switzerland,1585,1,Europe/Vaduz
LOGG,\N,Flugplatz Punitz,47.14653,16.316843,Austria,950,1,Europe/Vienna
UKLH,HMJ,Khmelnytskyi Airport,49.359699,26.933399,Ukraine,1150,2,Europe/Kiev
RJBH,HIW,Hiroshimanishi Airport,34.3669013977051,132.414001464844,Japan,15,9,Asia/Tokyo
YYTA,KYI,Yalata Mission Airport,-31.4706001281738,131.824996948242,Australia,0,9.5,Australia/Adelaide
KHZL,HZL,Hazleton Municipal Airport,40.9868011475,-75.9949035645,United States,1603,-5,America/New_York
KCBE,CBE,Greater Cumberland Regional Airport,39.615398407,-78.7609024048,United States,775,-5,America/New_York
7FA1,\N,Sugar Loaf Shores Airport,24.6487998962402,-81.5798034667969,United States,4,-5,America/New_York
YWYM,WYN,Wyndham Airport,-15.5114002227783,128.15299987793,Australia,14,8,Australia/Perth
CBW4,YBO,Bob Quinn Lake Airport,56.9667015076,-130.25,Canada,2000,-8,America/Vancouver
HTMR,\N,Msembe Airport,-7.684811,34.922282,Tanzania,2500,3,Africa/Dar_es_Salaam
UUBC,KLF,Grabtsevo Airport,54.5499992371,36.3666687012,Russia,656,3,Europe/Moscow
KLNR,LNR,Tri-County Regional Airport,43.2117004395,-90.181602478,United States,717,-6,America/Chicago
KPBH,\N,Price County Airport,45.7089996337891,-90.4024963378906,United States,1497,-6,America/Chicago
KEFT,\N,Monroe Municipal Airport,42.6148986816406,-89.5904006958008,United States,1086,-6,America/Chicago
KJOT,JOT,Joliet Regional Airport,41.51779938,-88.17549896,United States,582,-6,America/Chicago
KVYS,VYS,Illinois Valley Regional Airport-Walter A Duncan Field,41.351898,-89.153099,United States,654,-6,America/Chicago
KJXN,JXN,Jackson County Reynolds Field,42.2597999573,-84.4593963623,United States,1001,-5,America/New_York
EDAL,\N,Fuerstenwalde Airport,52.3905982971,14.0972003937,Germany,184,1,Europe/Berlin
EDAV,\N,Eberswalde-Finow Airport,52.827220916748,13.6936111450195,Germany,121,1,Europe/Berlin
KVVS,\N,Joseph A. Hardy Connellsville Airport,39.95920181,-79.65709686,United States,1267,-5,America/New_York
KHMZ,\N,Bedford County Airport,40.08530045,-78.5121994,United States,1162,-5,America/New_York
KLOM,BBX,Wings Field,40.1375007629,-75.2650985718,United States,302,-5,America/New_York
KOBE,OBE,Okeechobee County Airport,27.2628002167,-80.8498001099,United States,34,-5,America/New_York
KSEF,SEF,Sebring Regional Airport,27.45639992,-81.3423996,United States,62,-5,America/New_York
KAVO,AVO,Avon Park Executive Airport,27.59119987,-81.52780151,United States,160,-5,America/New_York
KGIF,GIF,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,United States,145,-5,America/New_York
KZPH,ZPH,Zephyrhills Municipal Airport,28.2282009125,-82.1558990479,United States,90,-5,America/New_York
KOCF,OCF,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,United States,90,-5,America/New_York
KJES,\N,Jesup Wayne County Airport,31.55400085,-81.88249969,United States,107,-5,America/New_York
K52A,\N,Madison Municipal Airport,33.6120986938,-83.4604034424,United States,694,-5,America/New_York
KCCO,\N,Newnan Coweta County Airport,33.3115997314453,-84.7697982788086,United States,970,-5,America/New_York
KHQU,\N,Thomson-McDuffie County Airport,33.52970123,-82.51650238,United States,501,-5,America/New_York
KAIK,AIK,Aiken Regional Airport,33.649399,-81.684998,United States,528,-5,America/New_York
KCDN,CDN,Woodward Field,34.2835998535,-80.5649032593,United States,302,-5,America/New_York
KLBT,LBT,Lumberton Regional Airport,34.6099014282,-79.0594024658,United States,126,-5,America/New_York
KSOP,SOP,Moore County Airport,35.23740005,-79.3911972,United States,455,-5,America/New_York
KRCZ,\N,Richmond County Airport,34.8913,-79.759598,United States,358,-5,America/New_York
KDLL,\N,Baraboo Wisconsin Dells Airport,43.52270126,-89.77020264,United States,979,-6,America/Chicago
KSVH,SVH,Statesville Regional Airport,35.765300750732,-80.953903198242,United States,968,-5,America/New_York
KBUU,\N,Burlington Municipal Airport,42.6907005310059,-88.3046035766602,United States,779,-6,America/Chicago
KLHV,LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,United States,556,-5,America/New_York
KPJC,\N,Zelienople Municipal Airport,40.80160141,-80.16069794,United States,898,-5,America/New_York
KLPR,\N,Lorain County Regional Airport,41.34429932,-82.17759705,United States,793,-5,America/New_York
KBKL,BKL,Burke Lakefront Airport,41.5175018310547,-81.6832962036133,United States,583,-5,America/New_York
KDKK,DKK,Chautauqua County-Dunkirk Airport,42.49330139,-79.27200317,United States,693,-5,America/New_York
KVAY,LLY,South Jersey Regional Airport,39.9429016113,-74.845703125,United States,53,-5,America/New_York
KLDJ,LDJ,Linden Airport,40.617401123,-74.2445983887,United States,23,-5,America/New_York
KANQ,ANQ,Tri State Steuben County Airport,41.639702,-85.083504,United States,995,-5,America/New_York
KASW,\N,Warsaw Municipal Airport,41.2747001647949,-85.8401031494141,United States,850,-5,America/New_York
KVNW,\N,Van Wert County Airport,40.8647003173828,-84.6093978881836,United States,785,-5,America/New_York
KRMY,\N,Brooks Field,42.2512016296387,-84.9554977416992,United States,941,-5,America/New_York
KGVQ,\N,Genesee County Airport,43.03170013,-78.16760254,United States,914,-5,America/New_York
KCLW,CLW,Clearwater Air Park,27.9766998291,-82.7586975098,United States,71,-5,America/New_York
FA08,\N,Orlampa Inc Airport,28.1669998169,-81.8080978394,United Kingdom,139,0,America/New_York
KCGX,CGX,Chicago Meigs Airport,41.8587989807129,-87.6079025268555,United States,593,-6,America/Chicago
KJZP,\N,Pickens County Airport,34.4533996582031,-84.4573974609375,United States,1535,-5,America/New_York
EDCS,\N,Saarmund Airport,52.3083343505859,13.1005563735962,Germany,174,1,Europe/Berlin
KCRE,CRE,Grand Strand Airport,33.8116989136,-78.7238998413,United States,32,-5,America/New_York
KIGQ,\N,Lansing Municipal Airport,41.5349006652832,-87.5295028686523,United States,620,-6,America/Chicago
KRNM,\N,Ramona Airport,33.0392,-116.915001,United States,1395,-8,America/Los_Angeles
LFGO,\N,Pont Sur Yonne Airfield,48.289172,3.247912,France,236,1,Europe/Paris
LFGP,\N,St Florentin Cheu Airfield,47.98019,3.775583,France,351,1,Europe/Paris
LFEW,\N,Saulieu Liernais Airfield,47.239399,4.26583,France,1722,1,Europe/Paris
LSPO,\N,Olten Airport,47.3443984985352,7.88944005966187,Switzerland,0,1,Europe/Zurich
LSZC,BXO,Buochs Airport,46.974444,8.396944,Switzerland,1475,1,Europe/Zurich
LSPM,\N,Ambri Airport,46.512501,8.68978,Switzerland,3241,1,Europe/Zurich
LSML,\N,Lodrino Air Base,46.2958984375,8.99213027954102,Switzerland,0,1,Europe/Zurich
LKRO,\N,Roudnice Airport,50.41059875,14.2261,Czech Republic,732,1,Europe/Prague
LKUL,\N,Usti Nad Labem Airfield,50.699699,13.9697,Czech Republic,791,1,Europe/Prague
LOSM,\N,Mauterndorf Airport,47.1324996948242,13.6969003677368,Austria,3642,1,Europe/Vienna
LOKN,\N,Nötsch Im Gailtal Airport,46.5811004638672,13.6291999816895,Austria,1801,1,Europe/Vienna
EDTK,\N,Sinsheim Airfield,49.2472,8.8938,Germany,525,1,Europe/Berlin
EDGZ,\N,Weinheim/Bergstraße Airport,49.5675010681152,8.61055564880371,Germany,318,1,Europe/Berlin
LFPE,\N,Meaux Esbly Airport,48.9277992248535,2.83527994155884,France,217,1,Europe/Paris
LFFH,\N,Château-Thierry - Belleau Airfield,49.0672,3.35694,France,728,1,Europe/Paris
KOEB,\N,Branch County Memorial Airport,41.9333992,-85.05259705,United States,959,-5,America/New_York
KWBW,WBW,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,United States,545,-5,America/New_York
KLNN,LNN,Willoughby Lost Nation Municipal Airport,41.6839981079,-81.3897018433,United States,626,-5,America/New_York
RCGM,\N,Taoyuan Air Base,25.0566005706787,121.244262695313,Taiwan,144,8,Asia/Taipei
BGUM,UMD,Uummannaq Heliport,70.6804279261,-52.1116304398,Greenland,50,-3,America/Godthab
ZBYZ,RLK,Bayannur Tianjitai Airport,40.926,107.7428,China,3400,8,Asia/Shanghai
KFFT,FFT,Capital City Airport,38.18249893,-84.90470123,United States,806,-5,America/New_York
KLEW,LEW,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,United States,288,-5,America/New_York
EPIR,\N,Inowroclaw Military Air Base,52.8293991089,18.3306007385,Poland,259,1,Europe/Warsaw
EPPR,\N,Pruszcz Gdanski Air Base,54.248001,18.6716,Poland,21,1,Europe/Warsaw
KY72,\N,Bloyer Field,43.97499847,-90.48349762,United States,966,-6,America/Chicago
KMKY,MRK,Marco Island Executive Airport,25.995001,-81.672501,United States,5,-5,America/New_York
KDRM,DRE,Drummond Island Airport,46.0093002319,-83.7438964844,United States,668,-5,America/New_York
KGDW,GDW,Gladwin Zettel Memorial Airport,43.9706001282,-84.4749984741,United States,776,-5,America/New_York
KLWA,\N,South Haven Area Regional Airport,42.3512001037598,-86.2556991577148,United States,666,-5,America/New_York
KMFI,MFI,Marshfield Municipal Airport,44.6369018555,-90.1893005371,United States,1277,-6,America/Chicago
KISW,ISW,Alexander Field South Wood County Airport,44.3602981567,-89.8389968872,United States,1021,-6,America/Chicago
KCWI,CWI,Clinton Municipal Airport,41.8311004639,-90.3291015625,United States,708,-6,America/Chicago
KBVY,BVY,Beverly Municipal Airport,42.5842018127,-70.9164962769,United States,107,-5,America/New_York
VI73,\N,Nagaur Airport,27.2082996368408,73.7114028930664,India,950,5.5,Asia/Calcutta
UUMO,OSF,Ostafyevo International Airport,55.511667,37.507222,Russia,568,3,Europe/Moscow
CYRQ,YRQ,Trois-Rivières Airport,46.3527984619141,-72.6793975830078,Canada,199,-5,America/Toronto
KPOF,POF,Poplar Bluff Municipal Airport,36.773899078369,-90.324897766113,United States,331,-6,America/Chicago
KSMQ,\N,Somerset Airport,40.6259994506836,-74.6701965332031,United States,105,-5,America/New_York
KEPM,\N,Eastport Municipal Airport,44.910099029541,-67.0127029418945,United States,45,-5,America/New_York
KEOK,EOK,Keokuk Municipal Airport,40.4598999023,-91.4284973145,United States,671,-6,America/Chicago
EGPT,PSL,Perth/Scone Airport,56.4392013549805,-3.37222003936768,United Kingdom,397,0,Europe/London
EGCK,\N,Caernarfon Airport,53.101819,-4.337614,United Kingdom,1,0,Europe/London
EDLF,\N,Grefrath-Niershorst Airport,51.3338890075684,6.35944414138794,Germany,105,1,Europe/Berlin
KSTP,STP,St Paul Downtown Holman Field,44.9345016479492,-93.0599975585938,United States,705,-6,America/Chicago
ESNY,SOO,Söderhamn Airport,61.2615013122559,17.099100112915,Sweden,88,1,Europe/Stockholm
